renda;amostra 1;amostra 2;amostra 3;amostra 4;amostra 5;amostra 6;amostra 7;amostra 8;amostra 9;amostra 10;amostra 11;amostra 12;amostra 13;amostra 14;amostra 15;amostra 16;amostra 17;amostra 18;amostra 19;amostra 20;amostra 21;amostra 22;amostra 23;amostra 24;amostra 25;amostra 26;amostra 27;amostra 28;amostra 29;amostra 30;amostra 31;amostra 32;amostra 33;amostra 34;amostra 35;amostra 36;amostra 37;amostra 38;amostra 39;amostra 40;amostra 41;amostra 42;amostra 43;amostra 44;amostra 45;amostra 46;amostra 47;amostra 48;amostra 49;amostra 50;amostra 51;amostra 52;amostra 53;amostra 54;amostra 55;amostra 56;amostra 57;amostra 58;amostra 59;amostra 60;amostra 61;amostra 62;amostra 63;amostra 64;amostra 65;amostra 66;amostra 67;amostra 68;amostra 69;amostra 70;amostra 71;amostra 72;amostra 73;amostra 74;amostra 75;amostra 76;amostra 77;amostra 78;amostra 79;amostra 80;amostra 81;amostra 82;amostra 83;amostra 84;amostra 85;amostra 86;amostra 87;amostra 88;amostra 89;amostra 90;amostra 91;amostra 92;amostra 93;amostra 94;amostra 95;amostra 96;amostra 97;amostra 98;amostra 99;amostra 100
4443;3057.397922;3151.918274;3106.057033;3104.835188;3104.133869;3098.747842;3110.884093;3087.753403;3101.514933;3141.400381;3068.275166;3136.550157;3087.889072;3094.327816;3122.937388;3068.939819;3108.44044;3084.270472;3093.018071;3156.823662;3155.498375;3095.367348;3110.828016;3069.381398;3158.324492;3140.184858;3109.501643;3115.728365;3111.685714;3075.12744;3098.569486;3094.314831;3121.672965;3073.553493;3101.501162;3152.524649;3104.254231;3069.208699;3059.841181;3091.395112;3090.664612;3124.989967;3109.644901;3124.90924;3091.277823;3066.025474;3134.419048;3135.292326;3067.639241;3109.432167;3134.603025;3125.526999;3096.387623;3123.46423;3113.4485;3138.643449;3130.851927;3088.042753;3175.065565;3140.535576;3145.795862;3083.542302;3141.64686;3088.696219;3126.561434;3121.821438;3120.64828;3105.526999;3114.955892;3053.888495;3026.339802;3150.436034;3103.233526;3123.064932;3148.426634;3128.155589;3095.658963;3069.909571;3134.245971;3102.483994;3099.561043;3096.239373;3107.214651;3106.322193;3185.846397;3045.767004;3070.649602;3128.137472;3124.355125;3132.080879;3116.462909;3137.355317;3050.34229;3100.01315;3133.625034;3105.339129;3053.147107;3115.225485;3140.306372;3133.907698
4544;3141.441237;3226.731886;3183.519552;3196.033168;3176.779828;3178.386109;3177.684865;3147.5783;3195.983836;3145.384867;3167.689549;3197.992738;3184.836404;3185.40334;3205.564135;3208.140489;3176.613709;3196.243284;3217.696738;3226.283464;3195.374386;3176.408831;3211.959836;3184.278584;3175.850775;3154.395198;3129.139518;3139.31729;3202.579204;3191.335681;3189.816442;3167.225288;3187.268483;3236.716516;3156.901108;3242.003577;3188.79525;3180.708178;3196.400712;3200.02489;3134.203577;3222.268621;3205.502741;3156.510229;3158.03753;3180.471805;3181.74273;3238.048732;3178.440688;3172.505875;3156.539447;3182.826082;3164.328681;3179.211158;3142.928049;3192.727477;3188.603804;3158.949899;3174.501548;3170.907498;3146.727436;3207.667558;3165.956913;3166.134882;3186.836783;3139.391312;3224.681326;3159.622947;3156.778746;3103.55577;3179.799614;3180.38316;3161.115574;3169.352693;3165.164107;3201.761424;3149.255057;3169.119488;3156.965046;3160.248437;3159.762707;3164.211972;3249.629939;3173.722855;3181.21632;3130.992714;3147.108239;3173.393569;3202.63323;3176.34539;3185.744872;3221.268888;3203.480191;3197.977462;3143.378768;3205.616477;3189.056763;3215.234895;3160.364714;3195.006212
4645;3223.735914;3239.844391;3183.283302;3219.561145;3305.66689;3284.889781;3236.301957;3212.11859;3239.964378;3236.787781;3240.47434;3303.548732;3245.699293;3282.985305;3274.683575;3271.743201;3244.027706;3222.036279;3259.958147;3209.910116;3231.089322;3240.771464;3313.59988;3259.418413;3235.407057;3219.082218;3242.57702;3248.079568;3213.902442;3308.321985;3259.721189;3268.027995;3229.279668;3278.466169;3256.156483;3232.170474;3226.299696;3234.657923;3251.335985;3263.792399;3237.1867;3326.270857;3217.428827;3208.753355;3244.645071;3248.26589;3257.931856;3262.059562;3240.24138;3270.55617;3246.128903;3206.101896;3253.337452;3246.498905;3226.12376;3192.429915;3235.327162;3251.808471;3207.040872;3274.033968;3243.860765;3220.028575;3234.36706;3273.869377;3232.054758;3270.817042;3226.445063;3247.186263;3242.514918;3244.398482;3273.109245;3279.347555;3227.39425;3299.752802;3287.114203;3288.025341;3232.893825;3256.61989;3242.129182;3272.22134;3275.081182;3236.198344;3252.240367;3286.784778;3280.136678;3303.610803;3270.18424;3247.087634;3289.123859;3239.569589;3217.572703;3292.568329;3255.119224;3247.438617;3254.223469;3258.626369;3214.016276;3296.193077;3212.490913;3231.454425
4746;3320.79844;3262.972913;3317.753408;3313.859329;3322.423053;3305.44923;3295.715658;3322.249662;3288.204089;3308.169666;3344.620676;3361.0284;3345.506174;3340.334436;3329.17992;3324.50852;3311.991248;3353.878394;3344.494362;3365.921451;3342.769456;3315.582191;3337.857978;3311.979921;3296.758696;3311.732892;3320.742356;3332.716191;3322.932499;3364.342633;3345.121792;3309.697097;3315.52401;3339.536807;3275.330492;3314.82658;3305.198575;3329.345305;3349.254925;3359.382348;3367.550654;3292.489797;3345.210204;3302.361984;3289.251859;3294.660663;3341.381905;3350.505144;3350.495729;3382.045978;3327.788496;3354.290495;3350.908203;3300.741144;3335.318113;3323.481968;3339.864278;3320.759322;3320.078498;3297.858389;3307.728447;3341.659732;3337.296464;3323.413993;3309.129139;3385.513841;3379.581474;3305.728263;3343.38486;3317.344787;3275.690696;3272.251055;3310.670066;3311.929264;3312.467865;3314.987006;3400.619148;3265.119064;3306.877971;3323.060726;3301.936551;3318.700921;3312.665351;3333.114172;3266.615935;3349.463885;3367.509;3287.286342;3289.604512;3349.850164;3329.626113;3321.901501;3316.091247;3333.449204;3343.558214;3349.966578;3350.829115;3302.614773;3329.200697;3294.517925
4847;3334.937337;3402.276505;3374.91216;3355.033122;3406.141094;3341.984232;3431.932707;3366.409349;3380.441498;3418.179884;3359.461417;3416.614857;3343.930182;3354.305653;3436.264603;3376.204434;3393.286377;3406.854857;3399.144208;3420.974213;3358.563666;3393.016658;3433.982018;3444.901757;3364.816824;3451.347678;3328.609206;3379.340824;3395.848292;3395.607726;3404.394529;3367.403528;3389.84508;3361.799164;3382.37576;3444.595036;3443.582859;3399.373821;3385.034289;3402.706056;3378.374224;3394.134202;3421.698312;3393.260205;3422.598564;3382.865811;3390.858717;3396.928747;3388.492784;3414.614958;3408.018446;3413.395799;3389.116868;3395.155181;3426.419737;3371.167488;3391.453319;3400.97902;3354.198337;3412.691358;3402.707451;3353.985689;3354.019719;3379.058417;3403.769191;3386.950094;3352.794363;3382.351939;3424.181432;3344.356227;3372.335236;3355.190538;3423.86462;3428.144899;3383.835999;3499.089479;3383.443293;3357.252406;3367.052812;3456.447108;3391.240694;3342.395532;3375.701625;3440.124767;3455.42388;3380.51827;3441.738809;3314.118753;3428.672876;3458.45822;3378.850546;3404.589766;3442.579001;3393.446594;3368.925959;3370.282661;3430.848385;3365.921396;3410.644744;3375.375024
4948;3406.740967;3496.415596;3462.15076;3482.656397;3423.969005;3457.342645;3471.80376;3507.075177;3470.20645;3522.787271;3473.557716;3471.913448;3447.889764;3537.979889;3483.65377;3465.189777;3431.783783;3514.121888;3456.813325;3464.024875;3459.551885;3494.361;3495.865445;3439.928387;3474.415137;3493.500128;3436.819288;3457.542036;3421.139217;3497.37702;3453.00565;3470.18794;3485.720491;3520.644879;3458.309513;3469.241384;3431.680202;3426.772478;3471.200952;3500.794026;3425.56797;3432.924762;3463.627736;3457.241379;3489.155373;3487.771946;3470.137542;3422.76281;3502.197105;3446.686614;3497.2836;3435.382885;3448.435478;3506.56077;3516.75894;3456.296947;3510.870671;3453.154799;3403.301127;3463.163505;3456.606732;3515.749854;3479.686296;3452.451883;3452.687068;3496.062284;3453.62713;3478.602394;3424.046718;3462.06404;3477.89115;3426.289182;3498.591752;3465.66016;3444.752149;3458.649152;3478.050154;3490.520526;3516.534186;3448.942764;3453.859437;3393.872006;3428.544987;3438.221905;3449.100172;3514.919871;3517.441956;3447.143163;3434.975825;3458.576666;3460.192245;3455.095193;3438.143461;3471.293634;3465.735938;3459.134304;3468.468973;3463.079299;3444.657086;3461.802579
5049;3540.027266;3491.050355;3547.705481;3521.217402;3533.696314;3562.057861;3530.347226;3521.938207;3469.590652;3536.464086;3519.875345;3583.630648;3517.548808;3511.319338;3559.883973;3542.442627;3544.72519;3478.113165;3574.56582;3531.621554;3472.329603;3567.58571;3578.883176;3593.576783;3583.844315;3551.227336;3548.563277;3534.575506;3558.788565;3548.38932;3537.801975;3523.001835;3524.8198;3524.722403;3540.633216;3573.866641;3551.482707;3490.988442;3524.575775;3536.614156;3530.087961;3500.429794;3592.37801;3548.579725;3560.793758;3524.176518;3480.670088;3585.593377;3514.367067;3580.501429;3554.572799;3547.921106;3602.510264;3528.511654;3528.692269;3544.493923;3496.073663;3595.187862;3528.477261;3486.396618;3541.601902;3546.347007;3538.651944;3542.84279;3518.303848;3551.317707;3526.117923;3511.411453;3614.593784;3494.010685;3520.537875;3565.487428;3540.413016;3549.64994;3538.607583;3545.432908;3553.298046;3518.434464;3537.627302;3545.30018;3524.590844;3551.047181;3564.547274;3545.424706;3561.461481;3565.884232;3560.077814;3488.173639;3481.572181;3510.792245;3447.472437;3507.107666;3534.162968;3542.25457;3475.229871;3511.720963;3526.973436;3525.04726;3576.345437;3592.218831
5150;3615.089874;3578.862565;3636.663606;3589.828632;3635.622699;3582.114366;3576.672344;3614.256404;3597.816779;3596.831983;3578.025162;3607.933237;3530.68023;3624.440713;3573.221873;3573.374711;3564.99872;3645.472372;3598.669336;3572.584145;3620.039925;3552.34009;3635.129963;3598.809745;3640.341512;3604.537702;3610.902691;3608.568129;3580.82925;3620.517115;3594.462536;3592.526258;3526.912712;3606.378142;3585.545659;3602.314751;3580.338287;3630.641125;3619.103915;3637.993503;3627.834871;3612.485166;3609.916661;3616.62457;3601.785729;3624.657812;3625.169931;3614.267358;3544.305928;3612.191265;3631.377266;3618.256794;3554.350869;3602.196638;3635.269545;3594.54782;3578.487038;3603.527336;3592.058171;3646.669809;3598.043257;3625.370851;3570.581178;3626.995974;3606.97665;3602.696204;3589.180211;3549.392468;3591.188425;3628.100593;3611.09905;3605.232719;3648.1536;3609.662235;3624.184732;3640.400681;3552.94945;3602.609981;3583.222872;3663.168517;3652.838197;3606.423225;3572.965786;3629.793762;3624.786474;3605.649032;3609.545352;3622.386932;3561.732231;3591.866245;3620.129329;3686.676656;3662.619878;3570.328621;3595.464409;3627.967813;3647.469216;3649.650203;3643.606221;3571.619082
5251;3630.786784;3718.137884;3691.202568;3694.436561;3674.302106;3717.908371;3730.576848;3619.892225;3672.765265;3707.768504;3670.311377;3698.746284;3679.253947;3646.280354;3705.471476;3636.12785;3655.55809;3752.987803;3622.821706;3716.53616;3691.347359;3699.749327;3666.84525;3654.906413;3702.956159;3659.751959;3671.159739;3667.629519;3664.694307;3657.431799;3655.299523;3644.776896;3641.79626;3665.472649;3625.034669;3696.266574;3657.673099;3655.450228;3646.524767;3720.137166;3655.510809;3648.127375;3715.103241;3693.191117;3682.796462;3688.638902;3668.90649;3617.92801;3671.818619;3671.26002;3681.444362;3645.04612;3683.079313;3782.992952;3664.617471;3708.349532;3714.256682;3673.066422;3697.870357;3647.19754;3672.765442;3653.35634;3651.868521;3674.129791;3607.763021;3647.929069;3673.53983;3684.163988;3708.121635;3672.993223;3716.919361;3641.668727;3653.479525;3659.924998;3675.143643;3652.649057;3667.466403;3680.366086;3672.759165;3695.614776;3671.05497;3672.180166;3647.211668;3614.573308;3686.756733;3683.281581;3702.06078;3696.436267;3655.351923;3740.631511;3689.265001;3708.082233;3682.117823;3653.429567;3657.210154;3733.562572;3682.292996;3712.544985;3684.379764;3672.589104
5352;3781.380241;3734.901124;3753.653957;3767.953158;3788.589373;3720.872582;3757.369247;3825.237232;3735.202458;3744.070699;3791.614253;3783.9004;3718.787237;3739.546297;3787.216107;3774.149526;3776.454979;3730.879449;3697.487612;3727.425278;3750.701069;3763.28653;3749.885915;3687.257076;3756.556331;3753.895835;3811.901159;3773.208492;3749.309387;3704.880608;3751.991216;3759.027532;3706.893624;3750.010444;3778.392292;3762.828381;3751.119732;3784.885771;3726.402768;3743.853977;3755.528135;3738.253949;3749.045566;3731.580353;3754.242522;3739.15281;3773.811616;3732.329462;3752.55456;3760.302518;3790.524384;3746.680522;3750.405435;3696.433997;3737.874669;3713.058496;3752.655471;3789.321198;3770.091161;3732.568497;3754.817318;3745.051575;3788.854518;3755.692332;3768.122455;3762.403871;3739.118553;3712.91525;3768.987608;3737.846674;3733.077715;3731.769148;3725.418729;3734.600072;3751.430164;3731.817474;3717.350253;3742.288692;3766.053664;3774.832752;3705.166486;3765.780285;3734.041235;3775.2051;3744.367408;3744.175753;3750.963044;3781.233065;3743.919626;3744.060191;3752.16853;3703.989368;3764.880478;3746.023065;3745.84671;3752.065594;3729.989158;3714.179432;3742.071751;3758.295042
5453;3798.64607;3837.452433;3859.96287;3857.217117;3860.45648;3818.82418;3863.248421;3839.930083;3851.846162;3761.370378;3766.449669;3799.895384;3857.189792;3803.689599;3807.016777;3788.598282;3859.157833;3831.126331;3763.398608;3805.880589;3808.588668;3864.678074;3857.355276;3847.324704;3807.500399;3872.193487;3805.224996;3741.790726;3866.19273;3825.375182;3813.788183;3819.445523;3788.788865;3812.71783;3831.449715;3781.365944;3819.425408;3845.092809;3777.280722;3828.913634;3836.69877;3817.933424;3776.874548;3810.903102;3859.70091;3823.584301;3752.522331;3825.836412;3837.607192;3821.72364;3800.803416;3852.166316;3834.444115;3795.315122;3837.463514;3803.776732;3837.614023;3837.12356;3837.109509;3837.291344;3807.404479;3809.819306;3787.891202;3827.778024;3793.39846;3831.717474;3804.944913;3846.904417;3802.244614;3835.473311;3800.715974;3842.121572;3814.239557;3836.750333;3806.997765;3858.088676;3835.791982;3836.180088;3815.80493;3791.116617;3799.213492;3863.492355;3821.891026;3815.802886;3848.27477;3851.981779;3807.647257;3833.673449;3816.761453;3803.414518;3808.615516;3841.206732;3801.171929;3790.891256;3849.211163;3798.445417;3820.742966;3888.918015;3800.905582;3831.84896
5554;3907.117716;3888.41754;3900.477253;3917.627538;3859.822489;3910.410394;3887.581183;3833.09414;3869.893461;3914.608936;3904.523666;3893.221228;3903.3463;3905.397132;3920.83049;3849.658953;3843.493034;3916.672467;3891.836419;3921.272162;3876.069562;3823.700982;3867.341133;3895.778122;3902.884393;3953.770374;3870.541781;3889.831253;3852.493135;3890.094575;3925.325956;3874.556456;3889.140787;3937.792349;3935.844655;3856.976505;3854.387913;3908.148635;3895.545926;3901.101217;3932.565232;3868.654829;3840.73376;3921.596185;3859.335471;3898.510537;3907.290822;3877.820603;3896.549315;3851.790842;3879.244946;3809.334892;3950.439015;3916.433192;3856.323202;3852.393434;3883.457142;3833.796989;3925.129846;3901.01586;3928.978081;3855.276078;3853.240879;3839.536253;3844.40718;3856.59524;3939.329369;3858.140456;3891.428613;3850.3604;3910.007309;3892.947231;3884.709562;3881.059979;3848.902145;3902.931685;3909.575243;3860.891135;3894.144396;3947.731383;3907.577424;3929.59406;3852.328543;3857.915938;3900.486529;3835.32102;3868.963783;3925.421977;3894.390121;3873.164116;3956.529888;3890.671355;3892.738737;3858.278635;3912.027583;3940.583376;3937.322772;3896.201309;3884.877543;3882.806947
5655;3992.984979;4001.16645;3975.65013;3974.563769;3958.985735;3950.271101;3937.12957;3931.611509;3976.884801;3911.043248;3975.077624;3998.540215;3926.552318;3914.21623;4024.897121;4000.514706;3968.224234;3970.094334;3940.691001;3960.544621;3925.82377;3982.213118;3968.288979;3979.127083;3992.573089;3981.897942;4008.463879;3975.144992;3942.402672;4019.864823;3930.898851;3977.728914;3986.669669;3945.462881;3956.705871;3937.414891;3925.952951;3963.921737;3984.215784;3991.226453;3929.632838;3986.161904;3924.494605;3989.642519;3900.374321;3968.264182;3951.299753;3961.602451;3941.808972;3954.061685;3926.177753;3994.015432;3985.167294;3938.520074;3968.594637;3934.274186;3885.85867;3903.737751;4013.606868;3954.397134;3946.233542;3983.297159;3967.857032;3946.545349;3968.657852;3974.692486;3933.841634;3896.97366;3972.401331;3978.619326;3949.247187;3990.037098;3943.636059;4025.303714;3948.451801;4002.82294;3990.340649;3917.707814;3969.41492;3909.00143;3954.373227;3937.988573;3976.494674;3949.247979;3973.840275;4037.843393;3999.028858;3982.445064;3937.124857;4012.492169;3927.330128;3957.503586;3926.49395;4000.771517;3948.603113;3941.919565;3970.444216;3972.142179;3981.969428;4009.71683
5756;4030.677289;4052.618042;4017.264415;4024.423398;3959.104548;4030.036652;4010.343466;4051.127037;4046.515252;3991.034484;4026.867057;4037.475053;4033.525121;4058.582992;4068.739591;4029.185546;4040.174635;3945.519313;4058.858874;4025.398238;4045.490744;4013.541878;4033.094029;4050.667514;4029.548408;4031.773998;4044.451581;4021.298798;4026.904584;3997.10024;3998.817181;4064.527777;4006.433211;4074.672042;4013.367714;4048.504741;4056.651675;4100.348111;4086.248332;3998.051829;4047.435609;4074.212942;4042.257905;4018.28721;4028.179198;4084.61113;3973.22592;4027.721472;3954.288661;4024.069233;4022.540986;4006.55685;4055.358174;4012.920569;4028.890563;4025.059907;4072.236453;4047.837103;4061.848073;4048.724779;4023.654882;4017.322031;4025.839041;3976.454481;4010.523963;4060.368014;4049.200177;3994.316079;4040.371553;4066.702775;4018.326758;4052.324978;3987.541805;4002.57587;4061.72653;4007.383382;4014.530615;4022.572288;4059.705327;4054.625249;3965.002582;4007.380383;4007.49535;4028.354519;4039.13981;3985.358563;4067.947188;4017.208694;3993.563743;3994.561581;3966.598486;3999.441134;4022.318557;4069.30613;4055.597354;4039.985338;3984.261051;3999.035817;4024.141084;4038.853326
5857;4098.853207;4152.219587;4095.039277;4129.534816;4120.71852;4087.029804;4129.353791;4103.579919;4112.802938;4078.708281;4081.222598;4128.843169;4090.263729;4103.835118;4071.788318;4093.537543;4077.004205;4087.894216;4094.314145;4136.151128;4036.99067;4134.233876;4136.236399;4097.072958;4065.175206;4111.733083;4098.141714;4055.689913;4128.073546;4078.275726;4106.284914;4059.214833;4133.444421;4111.627139;4095.419384;4083.864557;4125.443601;4103.289442;4107.091967;4043.971143;4102.557784;4163.674169;4125.084549;4076.442413;4092.366551;4141.197385;4156.016247;4083.19095;4066.627236;4118.824763;4078.354208;4165.400429;4090.116318;4094.338442;4117.26816;4101.289211;4076.482085;4104.852245;4151.672566;4058.650712;4079.28602;4049.94652;4107.484967;4156.585226;4095.004791;4148.083465;4095.315829;4136.416243;4090.622435;4091.560791;4159.669944;4127.434133;4038.906325;4107.506188;4048.128128;4101.091816;4082.416572;4125.910411;4068.197033;4148.797524;4096.73522;4073.810888;4090.703634;4041.434655;4054.600817;4070.889896;4152.107093;4114.2934;4132.708287;4103.974109;4118.550291;4101.646288;4123.70938;4045.129089;4043.202971;4119.092141;4114.62968;4072.662827;4066.437981;4114.454636
5958;4194.637448;4203.858702;4171.134168;4160.690204;4254.875346;4150.964737;4166.99524;4180.433167;4205.918217;4175.515105;4202.157238;4163.046309;4163.650594;4136.534479;4181.625041;4181.987286;4209.784093;4152.464396;4170.233276;4165.24592;4152.298003;4122.318462;4183.69584;4152.190417;4155.943899;4164.613545;4135.851375;4169.1696;4188.24647;4186.237876;4203.129537;4127.93969;4188.530094;4166.449713;4198.136143;4201.74402;4153.470784;4159.394814;4152.984247;4195.995995;4217.113954;4209.463617;4160.558977;4184.821857;4237.968707;4119.279321;4212.526488;4221.403598;4179.357021;4111.051252;4144.454194;4177.468344;4190.010418;4160.922985;4170.656117;4148.273474;4178.859815;4183.328509;4161.305868;4117.206469;4174.325695;4124.288018;4235.524805;4191.983856;4147.777587;4143.474745;4195.797599;4153.008137;4157.586636;4155.00426;4122.212943;4124.362039;4222.165783;4199.926046;4187.214921;4143.482167;4181.943209;4164.636314;4167.096866;4193.195096;4123.45172;4208.194379;4202.12164;4143.123528;4159.100034;4190.96424;4239.78901;4192.802873;4188.833902;4211.421332;4209.874465;4190.98442;4173.91387;4157.315264;4139.338458;4148.845385;4190.758115;4178.755095;4141.096069;4154.493882
6059;4271.805194;4241.599723;4208.924453;4248.688413;4212.722196;4209.141683;4231.94911;4259.661539;4246.290432;4279.787197;4219.630476;4255.667684;4252.452493;4202.097622;4229.959589;4296.396362;4263.135644;4286.93813;4275.592879;4278.276161;4215.120821;4251.252281;4269.929863;4209.773963;4263.364589;4252.514303;4253.933938;4239.452803;4241.924098;4251.926877;4251.204207;4231.511174;4201.021933;4296.885489;4310.026123;4289.570693;4248.515144;4264.581234;4303.59798;4254.546361;4263.763795;4235.186356;4235.467788;4304.570067;4254.7454;4228.752684;4191.166927;4236.358051;4276.377059;4245.282432;4272.746233;4235.549238;4170.934591;4201.47221;4300.181111;4199.176732;4217.679189;4229.022931;4243.942523;4258.426427;4218.002123;4259.921615;4238.895923;4258.69503;4289.921558;4203.104183;4239.927892;4221.579824;4284.470051;4237.505393;4243.508512;4233.184891;4253.387806;4257.764813;4218.946067;4264.017719;4273.620238;4243.553521;4242.324341;4236.075273;4197.482644;4236.789106;4235.198962;4248.943777;4256.811986;4249.093145;4192.00314;4230.073109;4230.879715;4249.417368;4218.910096;4205.52646;4248.55536;4225.2293;4238.154712;4238.482856;4179.525913;4255.127564;4239.558918;4283.334895
6160;4271.868679;4247.700862;4326.858317;4326.531847;4315.218487;4333.037762;4298.707754;4317.892215;4321.41727;4310.085805;4382.618633;4337.676737;4303.643408;4339.33968;4289.208177;4314.008248;4291.760662;4311.255574;4358.830751;4354.399714;4388.298902;4326.228045;4329.287427;4338.678179;4311.546438;4364.246228;4327.140685;4285.78356;4283.419958;4270.251788;4287.059738;4358.897371;4308.62561;4237.846024;4310.805634;4309.304413;4340.269823;4292.268813;4277.606068;4306.546233;4320.835804;4269.916908;4293.025181;4292.517567;4313.343544;4285.290769;4269.734992;4293.068175;4308.11302;4325.030614;4322.958469;4359.302306;4352.118839;4296.495758;4278.989792;4290.540523;4320.136005;4272.097306;4277.702263;4305.709453;4359.45872;4239.742878;4315.137211;4315.470055;4332.710608;4351.791015;4301.856991;4329.51039;4295.495954;4314.497726;4328.816429;4320.419767;4308.61408;4338.572783;4330.430003;4353.792303;4350.362967;4318.92601;4278.633954;4302.396957;4388.198324;4285.314487;4321.212783;4297.199501;4302.874219;4364.072997;4321.09128;4343.705632;4319.64803;4289.1195;4295.877764;4299.839622;4323.319653;4270.989521;4331.144667;4276.163335;4295.358267;4271.924007;4357.885849;4342.590692
6261;4354.257861;4333.937283;4345.948753;4438.670413;4378.233929;4411.45631;4391.564775;4415.500957;4424.301174;4362.115745;4402.524492;4410.6766;4349.226213;4410.188162;4391.676285;4330.766944;4411.754603;4427.00178;4389.683909;4420.781727;4354.017649;4415.562182;4367.63959;4407.508073;4331.255788;4383.587476;4386.784314;4335.76297;4377.753022;4373.29302;4457.322207;4375.181468;4376.938761;4338.285614;4413.487405;4385.339224;4462.877758;4380.566855;4407.842925;4345.439885;4374.831705;4425.618399;4305.292904;4394.04439;4352.998325;4381.916689;4411.375109;4368.531757;4366.315193;4397.086625;4367.049997;4351.179042;4399.329473;4449.734835;4354.287865;4332.527481;4385.688675;4378.187332;4406.046771;4407.147001;4374.106235;4371.178029;4337.511092;4347.672574;4434.449601;4414.853788;4337.556867;4356.234706;4341.577816;4380.625846;4379.845928;4396.499377;4365.524153;4352.500936;4383.731008;4400.823417;4414.478903;4387.114881;4302.870103;4380.277954;4378.259097;4430.8902;4339.849636;4384.460393;4388.23026;4436.940336;4391.952752;4349.390342;4328.887447;4358.689283;4405.062016;4409.96745;4354.740915;4431.361294;4366.018044;4352.150843;4351.953636;4450.147999;4393.977408;4392.864264
6362;4444.150129;4451.148185;4481.549112;4424.57134;4433.717123;4466.267618;4457.348407;4471.618853;4376.018198;4444.355791;4426.223714;4502.052634;4438.837834;4509.240059;4420.13333;4463.04708;4464.366586;4475.514453;4439.239014;4469.608143;4471.372977;4479.987927;4410.176768;4463.405119;4445.943081;4442.160909;4450.567689;4485.428772;4473.186508;4412.334249;4437.140311;4400.653484;4476.315257;4544.722704;4435.672084;4427.10375;4408.756066;4429.569563;4454.530582;4472.352393;4441.051337;4460.390875;4410.645175;4447.231051;4426.635453;4477.98127;4445.827872;4446.800501;4481.335108;4514.309515;4454.916827;4430.026554;4415.621777;4442.512668;4466.400954;4461.091339;4479.480419;4510.123468;4496.485982;4424.8829;4405.567671;4415.363662;4432.338431;4468.476208;4410.793173;4462.130066;4460.738873;4452.748571;4445.408756;4462.502607;4439.49288;4476.405693;4457.913811;4419.020058;4461.352496;4459.892292;4479.763491;4440.416937;4488.139772;4493.087546;4464.314349;4463.827147;4449.366594;4449.137597;4472.606901;4486.60008;4460.758058;4472.933552;4418.454672;4425.747538;4495.45481;4465.937111;4476.544014;4441.928417;4462.071956;4406.31652;4556.590117;4454.765156;4439.996303;4428.931343
6463;4530.84776;4500.413531;4495.975909;4481.867118;4542.198509;4524.242061;4497.386119;4524.871732;4557.274353;4504.952131;4522.769822;4548.710366;4540.055296;4529.048275;4493.692417;4505.61778;4553.766719;4530.420774;4531.650338;4574.317756;4481.248149;4536.041349;4535.732504;4516.226891;4461.902391;4525.763686;4514.653696;4488.397315;4511.723425;4522.653576;4542.35466;4539.109586;4508.942856;4570.5218;4511.265281;4499.566352;4570.701786;4543.911821;4525.563923;4540.158461;4515.655555;4509.485707;4559.236877;4470.448943;4531.390404;4486.351934;4515.718016;4534.502492;4551.013241;4529.631685;4468.926899;4526.025031;4497.614755;4507.194512;4521.612357;4528.144877;4555.66091;4463.966143;4479.940474;4497.652566;4521.72599;4510.133869;4505.866892;4528.185255;4531.913638;4539.916279;4525.62343;4487.589532;4544.94347;4474.070504;4489.504005;4528.102316;4559.139094;4540.985948;4527.269175;4538.025085;4556.622198;4523.549149;4538.953109;4485.320459;4496.900833;4503.06521;4511.798682;4570.49178;4503.641899;4520.577054;4522.611833;4512.161116;4546.512837;4491.117259;4505.14759;4458.234076;4517.132827;4529.404513;4536.183297;4449.559347;4487.581537;4522.511017;4513.28676;4512.642422
6564;4578.93354;4641.567338;4591.487167;4625.455356;4595.122861;4509.158211;4627.978528;4603.011177;4594.614027;4608.712959;4624.191938;4598.035479;4543.590884;4593.635056;4592.041872;4591.146983;4551.513429;4655.983222;4629.263801;4622.279943;4568.008044;4667.370407;4617.429877;4605.584971;4572.052753;4555.181979;4634.711099;4563.080188;4581.901421;4584.853027;4630.759788;4586.924721;4585.074717;4612.963329;4591.614695;4589.276183;4560.17882;4613.418729;4592.197705;4615.547134;4621.092721;4670.873347;4634.462314;4600.363163;4569.625803;4602.97454;4570.029602;4609.753278;4573.060909;4608.604827;4631.153026;4583.511356;4602.155282;4615.388339;4664.070509;4617.670521;4560.702402;4596.800168;4594.192983;4553.858675;4616.832902;4608.859195;4628.684982;4574.232564;4651.239973;4584.974403;4585.628038;4591.565441;4614.14967;4579.3396;4667.848089;4598.48949;4635.856663;4585.07655;4640.702215;4613.008303;4537.863466;4566.320495;4595.90826;4605.086414;4601.378391;4575.997565;4591.701221;4597.600911;4591.725659;4536.985226;4582.087059;4591.934515;4603.217645;4582.201119;4580.215798;4587.83213;4567.294928;4583.77208;4551.537128;4654.888346;4593.603874;4606.842885;4543.694513;4549.56844
